Species,Region,Locality,Sex,Date,Ecology,Collector,Collection 
Lasioglossum sordidum,,,f,,,WG Howes,
Lasioglossum sordidum,,,f,,,,Cant Museum
Lasioglossum sordidum,,,f,,,,Cant Museum
Lasioglossum sordidum,,,f,,,,Cant Museum
Lasioglossum sordidum,,,f,,,,Cant Museum
Lasioglossum sordidum,,,f,,,,Cant Museum
Lasioglossum sordidum,,,f,,,,Cant Museum
Lasioglossum sordidum,,,f,,SF 90,,FRI
Lasioglossum sordidum,,,f,,SF 90,,FRI
Lasioglossum sordidum,,,f,,SF 90,,FRI
Lasioglossum sordidum,,,f,,SF 90,,FRI
Lasioglossum sordidum,,"Range, East? Southside",m,,,,US NMNH
Lasioglossum sordidum,,"Range, East? Southside",m,,,,US NMNH
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Lasioglossum sordidum,,,f,,,,
Leioproctus boltoni,NN,Silverstream,m,10/01/09,,,NZAC
Leioproctus boltoni,WN,Wellington,m,Dec-09,,,NZAC
Leioproctus boltoni,NC,Mt Grey,m,Nov-17,,,Canterbury Museum
Leioproctus boltoni,NC,Mt Grey,m,Nov-17,,,Canterbury Museum
Leioproctus boltoni,NC,Mt Grey,m,Nov-17,,,Canterbury Museum
Leioproctus boltoni,NC,Mt Grey,m,Nov-17,,,NZAC
Leioproctus boltoni,FD,Monowai,f,11/01/19,,,NZAC
Leioproctus boltoni,BP,"Te Wairoa, Lake Tarawera",m,Nov-19,,RJ Tillyard,Bishop
Leioproctus boltoni,TO,Tokaanu,m,22/11/19,,,National Museum
Leioproctus boltoni,,Oakune,m,10/01/20,,JW Campbell,NZAC
Leioproctus boltoni,MC,"Puke Atua Bush, Port Hills",m,05/02/20,,ES Gourlay,NZAC
Leioproctus boltoni,NN,Dun Mountain,f,07/02/21,750m,A Philpott,NZAC
Leioproctus boltoni,NN,Dun Mountain,f,09/12/21,900m,RJ Tillyard,NZAC
Leioproctus boltoni,MC,Upper Hororata,f,Jan-22,,G Archey,Canterbury Museum
Leioproctus boltoni,-,G.B.?,f,21/10/22,,,Auckland Museum
Leioproctus boltoni,MC,Cass,m,30/11/24,,A Tonnoir,Canterbury Museum
Leioproctus boltoni,MC,Cass,m,30/11/24,,A Tonnoir,Canterbury Museum
Leioproctus boltoni,NN,Nelson,m,05/12/26,,ES Gourlay,NZAC
Leioproctus boltoni,MB,Beeby's Knob,m,26/12/27,,ES Gourlay,NZAC
Leioproctus boltoni,MB,Beeby's Knob,m,26/12/27,,ES Gourlay,NZAC
Leioproctus boltoni,MN,Nelson,f,06/12/28,,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,NN,Mt. Duppa,f,06/01/29,1050m,ES Gourlay,NZAC
Leioproctus boltoni,BP,Opape,f,04/01/31,,EM Plank,Peter Pottinger
Leioproctus boltoni,TO,"Taupo, Waiotahu River",f,19/12/37,,JS Armstrong,NZAC
Leioproctus boltoni,ND,Kerikeri,f,22/10/43,ex citrus,W Cottier,NZAC
Leioproctus boltoni,OL,Clippings,m,22/12/44,,ES Gourlay,Canterbury Museum
Leioproctus boltoni,NC,"Lake Sumner Rd, 5km NE Seaward R.",m,27/12/44,On flowering Kunzea ericoides,BJ Donovan,BJD
Leioproctus boltoni,NC,"Lake Sumner Rd, 5km NE Seaward R.",f,27/12/44,On flowering Kunzea ericoides,BJ Donovan,BJD
Leioproctus boltoni,AK,"Titirangi, Auckland",f,18/11/48,,GA Ramsay,NZAC
Leioproctus boltoni,NN,"Nelson, Moutere Hills",f,27/09/49,Sweeping manuka in flower,Montgomergy,NZAC
Leioproctus boltoni,NN,Nelson,m,11/12/49,Sweeping manuka in flower,Montgomery,NMNH
Leioproctus boltoni,NN,Maitai,f,01/01/50,,,NMNH
Leioproctus boltoni,NN,"Maitai Valley, Nelson",f,03/01/50,Sweeping manuka in flower,Montgomergy,NMNH
Leioproctus boltoni,NN,"Maitai Valley, Nelson",f,03/01/50,Sweeping manuka in flower,Montgomergy,NMNH
Leioproctus boltoni,NN,"Maitai Valley, Nelson",f,03/01/50,Sweeping manuka in flower,Montgomergy,NMNH
Leioproctus boltoni,NN,"Maitai Valley, Nelson",f,03/01/50,Sweeping manuka in flower,Montgomergy,NMNH
Leioproctus boltoni,NN,"Maitai Valley, Nelson",f,03/01/50,Sweeping manuka in flower,Montgomergy,NMNH
Leioproctus boltoni,NN,"Maitai Valley, Nelson",f,03/01/50,Sweeping manuka in flower,Montgomergy,NMNH
Leioproctus boltoni,NN,"Maitai Valley, Nelson",f,03/01/50,Sweeping manuka in flower,Montgomergy,NMNH
Leioproctus boltoni,NN,"Matai Valley, Nelson",f,03/01/50,,Montgomery,NMNH
Leioproctus boltoni,NN,"Maitai Valley, Nelson",m,03/01/50,Manuka,,NMNH
Leioproctus boltoni,?,Mineral Belt,f,17/01/50,,JG Dawber,Auckland Museum
Leioproctus boltoni,NN,Roding R.,f,09/12/53,,BG Given,NZAC
Leioproctus boltoni,TK,Mt Egmont summit,f,19/01/55,In snowdrifts (2400m),G Ramsay,NZAC
Leioproctus boltoni,TK,Mt Egmont summit,f,19/01/55,In snowdrifts (2400m),G Ramsay,NZAC
Leioproctus boltoni,TK,Mt Egmont summit,f,19/01/55,In snowdrifts (2400m),G Ramsay,NZAC
Leioproctus boltoni,TK,Mt Egmont summit,f,19/01/55,In snowdrifts (2400m),G Ramsay,NZAC
Leioproctus boltoni,CL,Whitianga,f,10/11/57,,KAJ Wise,NZAC
Leioproctus boltoni,NC,Mt. Grey,m,16/01/58,,ES Gourlay,NZAC
Leioproctus boltoni,?,Rurakauni Falls,f,11/11/58,,MJ Esson,NZAC
Leioproctus boltoni,?,"Conical Hill, ",m,27/11/58,,R_ Cumber,FRI
Leioproctus boltoni,BP,FRI,f,11/11/59,Off manuka,RH Milligan,FRI
Leioproctus boltoni,MC,"Cass, Godley Saddle",f,19/12/59,,JI Townsend,NZAC
Leioproctus boltoni,MC,"Cass, Godley Saddle",f,19/12/59,,JI Townsend,NZAC
Leioproctus boltoni,WN,Kapiti Is. Cook Strait area,f,21/12/60,,RG Ordish,Natinal Museum
Leioproctus boltoni,SD,"Te Mahia, Marlborough Sounds",f,31/12/60,,DCM Manson,BJD
Leioproctus boltoni,,Rotorua,m,15/12/62,500m,JL Gressitt,Bishop
Leioproctus boltoni,ND,Waitangi,m,08/10/63,,R_ Cumber,RAC
Leioproctus boltoni,ND,Waitangi,m,08/10/63,,R_ Cumber,RAC
Leioproctus boltoni,ND,Waitangi,m,08/10/63,,R_ Cumber,RAC
Leioproctus boltoni,AK,"Great Barrier Island, Katherine Bay",m,18/11/63,,RG Ordish,National Museum
Leioproctus boltoni,AK,"Great Barrier Island, Katherine Bay",m,18/11/63,,RG Ordish,National Museum
Leioproctus boltoni,AK,"Birkdale, Island Bay",f,12/11/64,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,BJ Donovan,DSIR Lincoln
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,22/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,23/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,23/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,23/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,23/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,23/09/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",m,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",m,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",m,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",m,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",m,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,11/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,14/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,15/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,15/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay",m,15/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,26/10/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,03/11/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,06/11/65,,,
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,06/11/65,,,
Leioproctus boltoni,TO,"Taumaranui, 19km N",m,06/11/65,,BJ Donovan,BJD
Leioproctus boltoni,TO,"Taumaranui, 19km N",m,06/11/65,,BJ Donovan,BJD
Leioproctus boltoni,TO,"Taumaranui, 19km N",m,06/11/65,,BJ Donovan,BJD
Leioproctus boltoni,TO,"Taumaranui, 19km N",m,06/11/65,,BJ Donovan,BJD
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,24/11/65,,,
Leioproctus boltoni,AK,"Titirangi, Konini Road",f,30/11/65,In nests,BJ Donovan,BJD
Leioproctus boltoni,AK,"Birkdale, Island Bay, cliff nests",f,04/12/65,,,
Leioproctus boltoni,WO,"Te Kuiti, 16km S",f,06/12/65,"On manuka, Leptospermum scoparium",BJ Donovan,BJD
Leioproctus boltoni,,Kaingaroa,m,30/12/65,,MM Neill,MONZ
Leioproctus boltoni,BP,"Tauranga, 14 min N",f,02/01/66,"On manuka, k_nuka",BJ Donovan,BJD
Leioproctus boltoni,MC,"Prices Valley, Banks Peninsula",f,11/12/67,Leptospermum ericoides,TP Palmer,BJD
Leioproctus boltoni,MC,"Prices Valley, Banks Peninsula",f,11/12/67,Leptospermum ericoides,TP Palmer,BJD
Leioproctus boltoni,MC,"Prices Valley, Banks Peninsula",f,11/12/67,Leptospermum ericoides,TP Palmer,BJD
Leioproctus boltoni,TO,"Kuratau R., Taupo",f,02/01/69,,JS Armstrong,NZAC
Leioproctus boltoni,TO,Taupo ,m,15/10/69,On Ceanothus papillosus roweanus,BJ Donovan,BJD
Leioproctus boltoni,AK,"Beach Road, Auckland",f,20/10/69,Nest site,BJ Donovan,BJD
Leioproctus boltoni,KA,Conway Flats,m,08/11/69,On Chrysanthemum frutescens ,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,08/11/69,On Chrysanthemum frutescens ,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,08/11/69,,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,f,29/11/69,Leptospermum scoparium,RP Macfarlane,BJD
Leioproctus boltoni,BR,"Inangahua R., Reefton",m,01/12/69,180m,JC Watt,NZAC
Leioproctus boltoni,MC,"Prices Valley, Banks Peninsula",f,12/12/69,Myrtus obcordata ,BJ Donovan,BJD
Leioproctus boltoni,,Prices Valley,f,12/12/69,Myrtus obcordata,BJ Donovan,BJD
Leioproctus boltoni,TK,"Taumarunui, Piriaka",f,01/01/70,"On manuka, Leptospermum scoparium",BJ Donovan,BJD
Leioproctus boltoni,,Piriaka,m,01/01/70,"On manuka, Leptospermum scoparium",BJ Donovan,BJD
Leioproctus boltoni,TO,"National Park, 5 min E",m,02/01/70,On Calluna vulgaris,BJ Donovan,BJD
Leioproctus boltoni,TO,"National Park, 5 min E",m,02/01/70,On Calluna vulgaris,BJ Donovan,BJD
Leioproctus boltoni,TO,"National Park, 5 min E",m,02/01/70,On Wahlenbergia pygmaea,BJ Donovan,BJD
Leioproctus boltoni,TO,"National Park, 10 min S",m,03/01/70,On manuka ,BJ Donovan,BJD
Leioproctus boltoni,TO,"National Park, 10 min S",f,03/01/70,On manuka ,BJ Donovan,BJD
Leioproctus boltoni,TO,"National Park, 10 min S",f,03/01/70,On manuka ,BJ Donovan,BJD
Leioproctus boltoni,SI,"Stewart Island, near Big Bungaree",f,17/02/70,Sweeping ferns,PM Johns,PMJ
Leioproctus boltoni,ND,"Paihia, Bay of Islands",f,06/10/70,8-9am,BJ Donovan,BJD
Leioproctus boltoni,ND,"Paihia, Bay of Islands",m,06/10/70,8-9am,BJ Donovan,BJD
Leioproctus boltoni,ND,"Kaeo, 6 min S",f,06/10/70,,BJ Donovan,BJD
Leioproctus boltoni,ND,"Kaeo, 6 min S",f,06/10/70,,BJ Donovan,BJD
Leioproctus boltoni,ND,"Kaeo, 6 min S",f,06/10/70,,BJ Donovan,BJD
Leioproctus boltoni,,"Three Kings Islands, Castaway Camp",m,Nov-70,,G Kuschel,NZAC
Leioproctus boltoni,,"Three Kings Islands, Castaway Camp",f,Nov-70,,G Kuschel,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",m,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",f,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island, Castaway Camp",f,Nov-70,At light,J McBurney,NZAC
Leioproctus boltoni,,Three Kings Islands,m,Nov-70,Beaten at night,JC Watt,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island ",m,Nov-70,At light,,NZAC
Leioproctus boltoni,,"Three Kings Island, Great Island ",m,Nov-70,At light,,NZAC
Leioproctus boltoni,KA,Conway Flats,m,07/11/70,"On manuka, Leptospermum scoparium",RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,07/11/70,"On manuka, Leptospermum scoparium",RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,07/11/70,"On manuka, Leptospermum scoparium",RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,07/11/70,"On manuka, Leptospermum scoparium",RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,07/11/70,"On manuka, Leptospermum scoparium",RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,07/11/70,Kolwitzia sp,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,f,08/11/70,"On k_nuka, Leptospermum ericoides",RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,08/11/70,"On k_nuka, Leptospermum ericoides",RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,08/11/70,"On manuka, Leptospermum scoparium",RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,08/11/70,,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,08/11/70,,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,08/11/70,,RP Macfarlane,BJD
Leioproctus boltoni,SD,Picton ,f,17/11/70,,CJ Horning,NZAC
Leioproctus boltoni,BP,Rotorua ,f,21/11/70,,CJ Horning,NZAC
Leioproctus boltoni,KA,Conway Flats,m,24/11/70,Kolwitzia sp,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,24/11/70,Kolwitzia sp,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,24/11/70,Kolwitzia sp,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,24/11/70,Diosma sp,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,24/11/70,Diosma sp,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,24/11/70,Diosma sp,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,24/11/70,Cordyline australis,RP Macfarlane,BJD
Leioproctus boltoni,KA,"Annadale, nr Waiau",f,29/11/70,Sweeping tussock and manuka flowers,PM Johns,PMJ
Leioproctus boltoni,KA,"Annadale, nr Waiau",f,29/11/70,Sweeping tussock and manuka flowers,PM Johns,PMJ
Leioproctus boltoni,KA,"Annadale, nr Waiau",f,29/11/70,Sweeping tussock and manuka flowers,PM Johns,PMJ
Leioproctus boltoni,KA,"Annadale, nr Waiau",f,29/11/70,Sweeping tussock and manuka flowers,PM Johns,PMJ
Leioproctus boltoni,KA,"Annadale, nr Waiau",f,29/11/70,Sweeping tussock and manuka flowers,PM Johns,PMJ
Leioproctus boltoni,MB,"Hanmer, 5 min E turnoff",m,01/12/70,"On manuka, Leptospermum scoparium",RP Macfarlane,BJD
Leioproctus boltoni,MB,"Hanmer, 5 min E turnoff",f,01/12/70,"On manuka, Leptospermum scoparium",RP Macfarlane,BJD
Leioproctus boltoni,MB,"Havelock, 1 min S",m,10/12/70,,RP Macfarlane,BJD
Leioproctus boltoni,MB,"Havelock, 1 min S",m,10/12/70,,RP Macfarlane,BJD
Leioproctus boltoni,SD,Picton-Waikawa,m,10/12/70,"On k_nuka, Leptospermum ericoides",RP Macfarlane,BJD
Leioproctus boltoni,,Picton 5 min N,m,18/12/70,On manuka Leptospermum scoparium,BJ Donovan,BJD
Leioproctus boltoni,SD,"Picton, 5 min N",f,19/12/70,"On manuka, Leptospermum scoparium",BJ Donovan,BJD
Leioproctus boltoni,TK,Mt Egmont,f,02/01/71,Summit snow,KJ Fox,KJF
Leioproctus boltoni,TK,Mt Egmont,f,02/01/71,Summit snow,KJ Fox,KJF
Leioproctus boltoni,WO,Piopio,f,12/02/71,,PS Yockion,BJD
Leioproctus boltoni,KA,"Seddon, Whare Creek",m,22/11/72,Hovering over non-flowering shrub,BJ Donovan,BJD
Leioproctus boltoni,KA,"Seddon, Whare Creek",m,22/11/72,Hovering over non-flowering shrub,BJ Donovan,BJD
Leioproctus boltoni,KA,"Seddon, Whare Creek",m,22/11/72,Hovering over non-flowering shrub,BJ Donovan,BJD
Leioproctus boltoni,MB,"Blenheim, 40 min SW",m,23/11/72,On manuka flowers,BJ Donovan,BJD
Leioproctus boltoni,MB,"Blenheim, 40 min SW",m,23/11/72,On manuka flowers,BJ Donovan,BJD
Leioproctus boltoni,MB,"Blenheim, 40 min SW",m,23/11/72,On manuka flowers,BJ Donovan,BJD
Leioproctus boltoni,MB,"Wairau Valley, 40 min SW Blenheim",f,23/11/72,"On manuka, Leptospermum scoparium",BJ Donovan,BJD
Leioproctus boltoni,,Nelson,m,02/12/72,,EW Valentine,NZAC
Leioproctus boltoni,TK,Mt Egmont,f,08/03/73,Snow in summit crater,KJ Fox,KJF
Leioproctus boltoni,TK,Mt Egmont,f,08/03/73,Snow in summit crater,KJ Fox,KJF
Leioproctus boltoni,TK,Mt Egmont,f,08/03/73,Snow in summit crater,KJ Fox,KJF
Leioproctus boltoni,TK,Mt Egmont,f,08/03/73,Snow in summit crater,KJ Fox,KJF
Leioproctus boltoni,SC,"Geraldine, Waihi Gorge",m,27/12/73,,AC Harris,Otago Museum
Leioproctus boltoni,KA,"Conway Flat, `Ngaroma'",f,15/11/74,,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,15/11/74,,RP Macfarlane,BJD
Leioproctus boltoni,KA,Conway Flats,m,15/11/74,,RP Macfarlane,BJD
